tweet_id,user_id
1380656777486856194,1088217953169010688
1380656777486856194,4128946093
1380656777486856194,540251788
1380656777486856194,1085342443531354114
1380656777486856194,1234584919210328068
1380656777486856194,1250372292
1380656777486856194,583288452
1380656777486856194,2244994945
1380656777486856194,1141438818622459904
1380656777486856194,36865454
1379119204054392838,4128946093
1379119204054392838,2905969396
1379119204054392838,1088217953169010688
1379119204054392838,1379337477144580098
1379119204054392838,6253282
1379119204054392838,1250372292
1379119204054392838,540251788
1379119204054392838,1141438818622459904
1379119204054392838,1145922136378396672
1380555984712527874,1328394487870025728
1380555984712527874,540251788
1380555984712527874,1085342443531354114
1380555984712527874,20255162
1380555984712527874,6253282
1380555984712527874,22490294
1380555984712527874,1332121
1380555984712527874,1141438818622459904
1377896080210153475,22490294
1377896080210153475,1328394487870025728
1377896080210153475,2905969396
1377896080210153475,1261435037288783872
1377896080210153475,1234584919210328068
1128358947772145672,2905969396
1128358947772145672,1234584919210328068
1128358947772145672,1250372292
1128358947772145672,1088217953169010688
1128358947772145672,22490294
1128358947772145672,4128946093
1128358947772145672,36865454
1128358947772145672,540251788
1128358947772145672,1332121
1128358947772145672,6253282
1380225285509931009,22490294
1380225285509931009,540251788
1380225285509931009,6253282
1380225285509931009,4128946093
1380225285509931009,1261435037288783872
1380217768218296326,1085342443531354114
1380217768218296326,22490294
1380217768218296326,6253282
1380217768218296326,4128946093
1380217768218296326,1234584919210328068
1380217768218296326,2905969396
1380217768218296326,36865454
1378398316292104195,1085342443531354114
1378398316292104195,1332121
1378398316292104195,1328394487870025728
1378398316292104195,2905969396
1378398316292104195,2567285682
1378398316292104195,20255162
1380332838340472836,1141438818622459904
1380332838340472836,583288452
1380332838340472836,2567285682
1380332838340472836,2244994945
1380332838340472836,22490294
1380332838340472836,36865454
